ID;ROW_NUMBER;PURCHASING_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;VENDOR_CODE;VENDOR_NAME;NET_PRICE;CURRENCY
.1~1534;1534;B5;05;08;05/08;17/02/2021 00:00;10;48;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1535;1535;B5;05;08;05/08;17/02/2021 00:00;10;48;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1536;1536;B5;05;08;05/08;17/02/2021 00:00;10;48;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1537;1537;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1538;1538;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1539;1539;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1540;1540;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1541;1541;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1542;1542;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1543;1543;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1544;1544;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1545;1545;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1546;1546;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1547;1547;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1548;1548;B5;05;09;05/09;18/02/2021 00:00;10;49;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1549;1549;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1550;1550;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1551;1551;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1552;1552;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1553;1553;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1554;1554;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1555;1555;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1556;1556;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1557;1557;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1558;1558;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1559;1559;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1560;1560;B5;05;10;05/10;19/02/2021 00:00;10;50;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1561;1561;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1562;1562;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1563;1563;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1564;1564;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1565;1565;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1566;1566;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1567;1567;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1568;1568;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1569;1569;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1570;1570;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1571;1571;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1572;1572;B5;06;01;06/01;20/02/2021 00:00;11;51;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1573;1573;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1574;1574;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1575;1575;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1576;1576;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1577;1577;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1578;1578;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1579;1579;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1580;1580;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1581;1581;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1582;1582;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1583;1583;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1584;1584;B5;06;02;06/02;21/02/2021 00:00;11;52;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1585;1585;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1586;1586;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1587;1587;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1588;1588;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1589;1589;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1590;1590;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1591;1591;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1592;1592;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1593;1593;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1594;1594;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1595;1595;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1596;1596;B5;06;03;06/03;22/02/2021 00:00;11;53;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1597;1597;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1598;1598;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1599;1599;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1600;1600;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1601;1601;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1602;1602;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1603;1603;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1604;1604;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1605;1605;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1606;1606;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1607;1607;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1608;1608;B5;06;04;06/04;23/02/2021 00:00;11;54;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1609;1609;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1610;1610;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1611;1611;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1612;1612;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1613;1613;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1614;1614;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1615;1615;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1616;1616;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1617;1617;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1618;1618;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1619;1619;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1620;1620;B5;06;05;06/05;24/02/2021 00:00;11;55;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1621;1621;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1622;1622;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1623;1623;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1624;1624;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1625;1625;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1626;1626;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1627;1627;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1628;1628;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1629;1629;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1630;1630;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1631;1631;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1632;1632;B5;06;06;06/06;25/02/2021 00:00;12;56;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1633;1633;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1634;1634;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1635;1635;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1636;1636;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1637;1637;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1638;1638;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1639;1639;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1640;1640;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1641;1641;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1642;1642;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1643;1643;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1644;1644;B5;06;07;06/07;26/02/2021 00:00;12;57;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1645;1645;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1646;1646;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1647;1647;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1648;1648;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1649;1649;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1650;1650;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1651;1651;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1652;1652;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1653;1653;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1654;1654;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1655;1655;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1656;1656;B5;06;08;06/08;27/02/2021 00:00;12;58;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1657;1657;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1658;1658;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1659;1659;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1660;1660;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1661;1661;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1662;1662;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1663;1663;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1664;1664;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1665;1665;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1666;1666;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1667;1667;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1668;1668;B5;06;09;06/09;28/02/2021 00:00;12;59;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1669;1669;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1670;1670;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1671;1671;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1672;1672;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1673;1673;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1674;1674;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1675;1675;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1676;1676;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1677;1677;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1678;1678;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1679;1679;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1680;1680;B5;06;10;06/10;01/03/2021 00:00;12;60;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1681;1681;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1682;1682;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1683;1683;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1684;1684;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1685;1685;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1686;1686;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1687;1687;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1688;1688;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1689;1689;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1690;1690;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1691;1691;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1692;1692;B5;07;01;07/01;02/03/2021 00:00;13;61;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1693;1693;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1694;1694;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1695;1695;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1696;1696;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1697;1697;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1698;1698;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1699;1699;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1700;1700;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1701;1701;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1702;1702;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1703;1703;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1704;1704;B5;07;02;07/02;03/03/2021 00:00;13;62;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1705;1705;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1706;1706;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~1707;1707;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~1708;1708;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~1709;1709;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~1710;1710;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~1711;1711;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~1712;1712;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~1713;1713;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~1714;1714;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~1715;1715;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~1716;1716;B5;07;03;07/03;04/03/2021 00:00;13;63;BB-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~1717;1717;B5;07;04;07/04;05/03/2021 00:00;13;64;BB-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~1718;1718;B5;07;04;07/04;05/03/2021 00:00;13;64;BB-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
